,description,boot_space
169,"The MG MG5 has a length of 4600 mm, a height of 1543 mm and a width of 1808 mm without the exterior mirrors. Motorization: electric. Because of its versatility and larger rear space, we classify the MG MG5 in the category of estate cars.Do you like the trend of larger cars? 👍 👎",Boot space: 479 liters.
170,"The Kia Ceed Sportswagon has a length of 4600 mm, a height of 1465 mm, a width of 1800 mm without the exterior mirrors and a measurement of 2055 millimeters with the mirrors unfolded. Motorization: petrol,  diesel mild hybrid and  petrol plug-in hybrid. The mild hybrid model has a boot space of 512* liters. The plug-in hybrid model is called Ceed Sportswagon PHEV and has a boot space of 427* liters. Because of its versatility and larger rear space, we classify the Kia Ceed Sportswagon in the category of estate cars. This model from the year 2022 is the same size compared to the dimensions of the 2019 Kia Ceed Sportswagon.Do you like the trend of larger cars? 👍 👎",Boot space: 427* - 625 liters.
171,"The Renault Megane Sport Tourer has a length of 4626 mm, a height of 1449 mm, a width of 1814 mm without the exterior mirrors and a measurement of 2058 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol plug-in hybrid. The plug-in hybrid model is called Megane Sport Tourer E-TECH Plug-in and has a boot space of 389* liters. Because of its versatility and larger rear space, we classify the Renault Megane Sport Tourer in the category of estate cars. This model from the year 2020 is the same size compared to the dimensions of the 2016 Renault Megane Sport Tourer.Do you like the trend of larger cars? 👍 👎",Boot space: 389* - 521 liters.
172,"The Volkswagen Golf Variant has a length of 4633 mm, a height of 1498 mm, a width of 1789 mm without the exterior mirrors and a measurement of 2073 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol mild hybrid. The mild hybrid model is called Golf Variant eTSI. Because of its versatility and larger rear space, we classify the Volkswagen Golf Variant in the category of estate cars. This model from the year 2021  stands out for being 66 mm longer compared to the dimensions of the 2017 Volkswagen Golf Variant.Do you like the new generation size change? 👍 👎",Boot space: 611 liters.
173,"The Peugeot 308 SW has a length of 4636 mm, a height of 1450 mm, a width of 1852 mm without the exterior mirrors and a measurement of 2062 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol plug-in hybrid. The plug-in hybrid model is called 308 SW Hybrid and has a boot space of 548* liters. Because of its versatility and larger rear space, we classify the Peugeot 308 SW in the category of estate cars. This model from the year 2022 is 51 mm longer, 48 mm wider and 21 mm lower compared to the dimensions of the 2017 Peugeot 308 SW.Do you like the new generation size change? 👍 👎",Boot space: 548* - 608 liters.
174,"The Seat Leon Sportstourer has a length of 4642 mm, a height of 1451 mm, a width of 1799 mm without the exterior mirrors and a measurement of 1992 millimeters with the mirrors unfolded. Motorization: diesel,  petrol,  petrol mild hybrid and  petrol plug-in hybrid. The mild hybrid model is called Leon Sportstourer eTSI. The plug-in hybrid model is called Leon Sportstourer e-Hybrid and has a boot space of 470* liters. Because of its versatility and larger rear space, we classify the Seat Leon Sportstourer in the category of estate cars. This model from the year 2020  stands out for being 93 mm longer compared to the dimensions of the 2017 Seat Leon ST.Do you like the new generation size change? 👍 👎",Boot space: 470* - 620 liters.
175,"The Opel Astra Sports Tourer has a length of 4642 mm, a height of 1480 mm, a width of 1860 mm without the exterior mirrors and a measurement of 2062 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol plug-in hybrid. The plug-in hybrid model has a boot space of 516* liters. Because of its versatility and larger rear space, we classify the Opel Astra Sports Tourer in the category of estate cars. This model from the year 2022 is 60 mm shorter, 51 mm wider and 30 mm lower compared to the dimensions of the 2020 Opel Astra Sports Tourer.Do you like the trend of larger cars? 👍 👎",Boot space: 516* - 597 liters.
176,"The Toyota Corolla Touring Sports has a length of 4653 mm, a height of 1445 mm and a width of 1790 mm without the exterior mirrors. Motorization: petrol hybrid. Because of its versatility and larger rear space, we classify the Toyota Corolla Touring Sports in the category of estate cars. This model from the year 2023 is the same size compared to the dimensions of the 2019 Toyota Corolla Touring Sports.Do you like the trend of larger cars? 👍 👎",Boot space: 598 liters.
177,"The Suzuki Swace has a length of 4655 mm, a height of 1460 mm and a width of 1790 mm without the exterior mirrors. Motorization: petrol hybrid. Because of its versatility and larger rear space, we classify the Suzuki Swace in the category of estate cars.Do you like the trend of larger cars? 👍 👎",Boot space: 596 liters.
178,"The CUPRA Leon Sportstourer has a length of 4657 mm, a height of 1437 mm, a width of 1799 mm without the exterior mirrors and a measurement of 1992 millimeters with the mirrors unfolded. Motorization: petrol,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called Leon Sportstourer e-Hybrid and has a boot space of 470* liters. Because of its versatility and larger rear space, we classify the CUPRA Leon Sportstourer in the category of estate cars.Do you like the trend of larger cars? 👍 👎",Boot space: 470* - 620 liters.
179,"The Ford Focus Sportbreak has a length of 4672 mm, a height of 1497 mm, a width of 1825 mm without the exterior mirrors and a measurement of 1979 millimeters with the mirrors unfolded. Motorization: diesel,  petrol and  petrol mild hybrid. Because of its versatility and larger rear space, we classify the Ford Focus Sportbreak in the category of estate cars. This model from the year 2022 has the same length, has the same width and 16 mm higher compared to the dimensions of the 2018 Ford Focus Sportbreak.Do you like the trend of larger cars? 👍 👎",Boot space: 635 liters.
180,"The Mercedes-Benz CLA Shooting Brake has a length of 4688 mm, a height of 1442 mm, a width of 1830 mm without the exterior mirrors and a measurement of 1999 millimeters with the mirrors unfolded. Motorization: diesel,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called CLA Shooting Brake e and has a boot space of 440* liters. Because of its versatility and larger rear space, we classify the Mercedes-Benz CLA Shooting Brake in the category of estate cars. This model from the year 2023 is the same size compared to the dimensions of the 2019 Mercedes-Benz CLA Shooting Brake.Do you like the trend of larger cars? 👍 👎",Boot space: 440* - 505 liters.
181,"The Skoda Octavia Combi has a length of 4689 mm, a height of 1480 mm, a width of 1829 mm without the exterior mirrors and a measurement of 2003 millimeters with the mirrors unfolded. Motorization: diesel,  petrol,  petrol mild hybrid and  petrol plug-in hybrid. The mild hybrid model is called Octavia Combi eTEC. The plug-in hybrid model is called Octavia Combi iV and has a boot space of 490* liters. Because of its versatility and larger rear space, we classify the Skoda Octavia Combi in the category of estate cars. This model from the year 2020 is 22 mm longer, 15 mm wider and 15 mm higher compared to the dimensions of the 2017 Skoda Octavia Combi.Do you like the trend of larger cars? 👍 👎",Boot space: 490* - 640 liters.
182,"The BMW 3 Touring has a length of 4713 mm, a height of 1440 mm, a width of 1827 mm without the exterior mirrors and a measurement of 2068 millimeters with the mirrors unfolded. Motorization: petrol,  diesel mild hybrid,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model has a boot space of 410* liters. Because of its versatility and larger rear space, we classify the BMW 3 Touring in the category of estate cars. This model from the year 2023 is the same size compared to the dimensions of the 2019 BMW 3 Touring.Do you like the trend of larger cars? 👍 👎",Boot space: 410* - 500 liters.
183,"The Mercedes-Benz C Estate has a length of 4751 mm, a height of 1455 mm, a width of 1820 mm without the exterior mirrors and a measurement of 2033 millimeters with the mirrors unfolded. Motorization: diesel mild hybrid,  petrol mild hybrid,  diesel plug-in hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called C Estate de, C Estate e and has a boot space of 360* liters. Because of its versatility and larger rear space, we classify the Mercedes-Benz C Estate in the category of estate cars. This model from the year 2021 is 49 mm longer, 10 mm wider and has the same height compared to the dimensions of the 2018 Mercedes-Benz C Estate.Do you like the new generation size change? 👍 👎",Boot space: 360* - 490 liters.
184,"The Volvo V60 has a length of 4761 mm, a height of 1433 mm, a width of 1850 mm without the exterior mirrors and a measurement of 2040 millimeters with the mirrors unfolded. Motorization: diesel mild hybrid,  petrol mild hybrid and  petrol plug-in hybrid. The plug-in hybrid model is called V60 Recharge. Because of its versatility and larger rear space, we classify the Volvo V60 in the category of estate cars. This model from the year 2018  stands out for being 133 mm longer compared to the dimensions of the 2013 Volvo V60.Do you like the new generation size change? 👍 👎",Boot space: 529 liters.
